User_ID,Job_ID,User_Skills,Job_Requirements,Match_Score,Recommended
48,176,"C++, CSS, HTML, Machine Learning","JavaScript, HTML, C++, Data Science",0.612995495,0
49,124,"Data Science, Python, C++, Java, Machine Learning","Java, JavaScript",0.543804101,0
50,479,"SQL, C++","Python, CSS, C++, Machine Learning",0.781008869,0
51,9,"SQL, HTML","SQL, CSS, Machine Learning, Data Science, AI",0.992663431,1
52,322,"Java, AI, C++","Data Science, JavaScript, HTML, Python",0.786804635,0
53,453,"AI, CSS, Machine Learning, C++, SQL","SQL, JavaScript, Data Science, C++, Machine Learning",0.771851313,0
54,352,"Java, SQL, C++, AI","JavaScript, AI, Data Science, Machine Learning, C++",0.044101871,0
55,419,"AI, CSS, HTML","Java, C++, CSS, Data Science, Python",0.030939631,0
56,105,"AI, Data Science, HTML, JavaScript","HTML, SQL, Machine Learning, Java, AI",0.244000322,0
57,3,"C++, CSS, Java, Data Science","JavaScript, HTML, Data Science",0.455884185,0
58,473,"Machine Learning, AI, C++","AI, Machine Learning, SQL",0.004383942,0
59,497,"JavaScript, Python","AI, Python, Java",0.96800707,1
60,460,"SQL, JavaScript, Data Science","Data Science, CSS, Java",0.057177526,0
61,61,"SQL, Machine Learning, Java","SQL, JavaScript",0.905274223,1
62,292,"C++, SQL, JavaScript, Python","AI, Machine Learning",0.358879989,0
63,218,"Java, HTML, CSS, JavaScript, AI","Python, SQL, AI",0.612870415,0
64,270,"SQL, CSS, Python, JavaScript, Machine Learning","Machine Learning, SQL, Python, CSS",0.297744976,0
65,5,"Data Science, Python","Machine Learning, JavaScript, Data Science",0.8974951,1
66,298,"CSS, AI, C++","CSS, Java, JavaScript",0.197481544,0
67,140,"SQL, AI","SQL, Data Science",0.617614881,0
68,466,"Data Science, Python, CSS","Java, AI, C++, JavaScript",0.554514638,0
69,264,"C++, AI, Python","JavaScript, Java, AI, CSS, Data Science",0.259449681,0
70,419,"Java, AI, SQL, Machine Learning, HTML","JavaScript, SQL, Data Science",0.630346164,0
71,401,"Data Science, Java, Python","Java, SQL, Data Science, Python, Machine Learning",0.760672336,0
72,24,"Java, Data Science","CSS, HTML, Data Science",0.816147218,1
73,48,"AI, C++, Python, Data Science","CSS, JavaScript, Data Science",0.613285711,0
74,215,"Data Science, Python, HTML, CSS, SQL","C++, AI",0.175350517,0
75,232,"Machine Learning, AI, SQL, C++, Java","Machine Learning, C++, SQL, HTML, JavaScript",0.487993002,0
76,167,"HTML, C++, Java, JavaScript","JavaScript, Python, Data Science, AI, SQL",0.468034076,0
77,136,"Machine Learning, AI","C++, AI, Python, Data Science, SQL",0.017300695,0
78,465,"AI, Java, JavaScript, CSS","Python, AI, CSS",0.264169317,0
79,496,"CSS, JavaScript, Machine Learning, Data Science","CSS, HTML, SQL, Java, Machine Learning",0.518674495,0
80,224,"JavaScript, SQL","HTML, SQL, CSS",0.120443928,0
81,319,"SQL, Machine Learning","Java, Machine Learning, SQL, JavaScript",0.30390619,0
82,327,"SQL, Machine Learning, HTML","Machine Learning, Data Science",0.575424694,0
83,15,"JavaScript, HTML, Data Science","CSS, Machine Learning, Java, SQL",0.092846104,0
84,107,"Machine Learning, SQL, AI, Java","Python, Machine Learning, JavaScript",0.557541639,0
85,149,"JavaScript, CSS","JavaScript, AI, Machine Learning",0.42593024,0
86,373,"Java, JavaScript, AI, SQL","CSS, Python, Data Science, JavaScript",0.456169934,0
87,426,"CSS, Data Science, SQL, Machine Learning","C++, Python, AI, Machine Learning, HTML",0.38511547,0
88,254,"JavaScript, Machine Learning","JavaScript, Data Science, AI, Machine Learning, C++",0.453097161,0
89,337,"AI, JavaScript, CSS, Java","HTML, CSS, Machine Learning",0.887343893,1
90,47,"AI, Java, Python","CSS, Machine Learning, AI",0.255514923,0
91,358,"AI, Machine Learning, Python","JavaScript, AI, Data Science, CSS, Machine Learning",0.889775884,1
92,67,"AI, JavaScript","Java, HTML, CSS, JavaScript, C++",0.762850361,0
93,120,"C++, Machine Learning, CSS, SQL, JavaScript","CSS, Machine Learning, Python, JavaScript, C++",0.060360236,0
94,18,"Java, SQL, JavaScript, CSS, C++","Python, AI, Data Science, JavaScript",0.928456052,1
95,397,"CSS, JavaScript, Machine Learning, SQL, HTML","AI, SQL, HTML, JavaScript",0.185587071,0
96,215,"JavaScript, Data Science, Java, Machine Learning, Python","Data Science, C++, Machine Learning, Java",0.101941861,0
97,197,"HTML, Data Science, Python, C++","Python, Data Science, JavaScript, CSS, HTML",0.45983112,0
98,393,"JavaScript, HTML, AI","HTML, Machine Learning, Java, Python",0.836637566,1
99,357,"CSS, AI, C++, SQL","JavaScript, Data Science, C++, Python",0.237937942,0
100,308,"AI, CSS","SQL, Machine Learning, Java, Data Science",0.074673182,0
101,286,"SQL, AI, Machine Learning, CSS","Data Science, C++, Python",0.437800926,0
102,28,"CSS, JavaScript, Java, HTML, Python","Python, HTML",0.275711916,0
103,134,"SQL, Python, C++, Machine Learning, HTML","Python, CSS, Machine Learning, Data Science",0.059865923,0
104,107,"CSS, Data Science","Data Science, AI, CSS",0.729610359,0
105,453,"HTML, AI, Python, C++, CSS","AI, Java",0.343623583,0
106,489,"AI, JavaScript","HTML, AI",0.058876798,0
107,458,"Python, AI, Data Science, CSS","Data Science, JavaScript",0.642741859,0
108,388,"Java, Machine Learning, AI, Python","C++, CSS, Machine Learning, Data Science",0.259087915,0
109,13,"Java, Python, AI, CSS, JavaScript","AI, SQL",0.810217651,1
110,262,"Data Science, CSS, AI, Machine Learning","AI, HTML, C++, JavaScript",0.114322094,0
111,389,"C++, JavaScript, Machine Learning, HTML, Java","Python, CSS",0.346019576,0
112,91,"AI, SQL, Java, Machine Learning","SQL, Java, CSS",0.19771646,0
113,88,"Machine Learning, SQL, CSS, JavaScript","SQL, Java, Machine Learning, Data Science, JavaScript",0.387555613,0
114,325,"HTML, SQL","Python, Java, Machine Learning, C++",0.016244053,0
115,153,"Data Science, Python","C++, AI, CSS, Machine Learning, Data Science",0.350396605,0
116,26,"Data Science, Java, HTML, AI","AI, Machine Learning",0.782636241,0
117,266,"Data Science, CSS","C++, Machine Learning, Data Science",0.174401125,0
118,456,"CSS, Python","HTML, Java",0.300464275,0
119,184,"Machine Learning, SQL, HTML","CSS, HTML",0.753163757,0
120,5,"C++, Machine Learning, Python, JavaScript","Machine Learning, Data Science",0.384727603,0
121,94,"Python, C++","CSS, Python, SQL, Java",0.981090576,1
122,85,"CSS, Python, C++","Data Science, AI, Java, Machine Learning, C++",0.80304667,1
123,463,"AI, C++, Python, HTML, Machine Learning","Python, HTML, CSS",0.365467764,0
124,46,"HTML, CSS","Java, JavaScript, C++, CSS",0.927962994,1
125,269,"Python, SQL, Data Science","Machine Learning, C++, AI, SQL, Data Science",0.0493774,0
126,257,"Data Science, SQL, C++","Data Science, Python, JavaScript, AI, HTML",0.254011862,0
127,348,"JavaScript, SQL, Machine Learning","CSS, HTML, SQL, Python",0.181245615,0
128,321,"Machine Learning, C++","C++, JavaScript, Python",0.623802481,0
129,13,"SQL, Python, C++, Machine Learning, CSS","Data Science, C++, Java, HTML, Python",0.844401366,1
130,113,"Machine Learning, SQL, C++","AI, Python, CSS, Java, Machine Learning",0.202507667,0
131,280,"C++, JavaScript, Data Science, Python","Machine Learning, Python, C++, SQL, AI",0.708168554,0
132,359,"Data Science, HTML, JavaScript, AI","SQL, Python, Machine Learning, AI, CSS",0.024602155,0
133,212,"C++, JavaScript, Machine Learning, CSS","SQL, AI, Machine Learning, C++",0.396485034,0
134,211,"SQL, AI, CSS, Python","JavaScript, HTML, CSS",0.785629041,0
135,311,"HTML, AI, JavaScript, Data Science, Python","HTML, Python, CSS, AI, Java",0.583961859,0
136,29,"Data Science, Python, AI, C++, CSS","AI, Data Science, Java",0.810159492,1
137,439,"Python, Machine Learning","Data Science, AI, SQL, HTML, Python",0.395933559,0
138,377,"Python, HTML, JavaScript","AI, HTML, Machine Learning, SQL, Java",0.626728711,0
139,58,"Data Science, Python, Machine Learning, SQL, Java","SQL, C++",0.134980868,0
140,233,"HTML, CSS, Java, SQL","SQL, Data Science",0.08206113,0
141,441,"SQL, Java, CSS, JavaScript, AI","JavaScript, CSS, C++",0.336753885,0
142,68,"JavaScript, CSS, Python, Machine Learning","JavaScript, CSS",0.060708824,0
143,320,"CSS, AI, HTML","CSS, Python, HTML, C++",0.080875654,0
144,172,"Machine Learning, AI","JavaScript, SQL",0.618376834,0
145,60,"Python, C++, CSS, Java","JavaScript, AI",0.786016752,0
146,237,"JavaScript, Java, Data Science","CSS, Data Science",0.420431728,0
147,252,"HTML, CSS, C++, Python","HTML, SQL, Java, C++",0.651609078,0
148,99,"HTML, C++, JavaScript","CSS, C++",0.989221788,1
149,453,"Data Science, Machine Learning","Java, HTML, Python, Machine Learning, AI",0.499695551,0
150,485,"CSS, SQL, Machine Learning, HTML, Java","SQL, C++",0.053937403,0
151,337,"JavaScript, C++, HTML, Machine Learning","Python, CSS, SQL, HTML",0.963663635,1
152,160,"C++, AI, Machine Learning, SQL, JavaScript","Python, AI, Machine Learning",0.673807833,0
153,159,"HTML, Python, C++, AI","Machine Learning, C++, SQL, AI, Data Science",0.639733166,0
154,459,"HTML, SQL","C++, CSS",0.671976896,0
155,378,"HTML, AI, SQL, Data Science","CSS, Java, Python",0.726005166,0
156,155,"Python, Data Science, HTML","C++, Python, Machine Learning, Data Science",0.015359925,0
157,404,"JavaScript, C++, Python, Java, AI","Python, C++, Machine Learning",0.644438839,0
158,75,"Machine Learning, CSS, C++, HTML","Python, Java",0.521363607,0
159,329,"SQL, Java, Machine Learning, C++, HTML","Machine Learning, Java, C++",0.905912277,1
160,379,"C++, Python, HTML, Data Science","SQL, AI, JavaScript, HTML",0.492904255,0
161,86,"CSS, Python, AI, JavaScript","Machine Learning, HTML, Python, Java, AI",0.210057028,0
162,468,"JavaScript, CSS, SQL, Python","CSS, Java, C++, AI, Data Science",0.705794306,0
163,15,"Python, SQL, C++, Machine Learning, AI","C++, Machine Learning",0.091021161,0
164,160,"AI, JavaScript, Data Science, SQL, Java","C++, CSS",0.435923303,0
165,24,"Data Science, Machine Learning","SQL, Machine Learning",0.116239799,0
166,97,"Data Science, HTML, C++, SQL, CSS","SQL, CSS, Python, Java, Machine Learning",0.36947384,0
167,258,"SQL, Data Science","CSS, HTML",0.311289248,0
168,311,"SQL, Data Science, AI, Python, CSS","Python, JavaScript, CSS",0.291509741,0
169,238,"Java, HTML, Python, C++","C++, Machine Learning, Data Science, Java",0.491429164,0
170,385,"SQL, Machine Learning, Python","Python, Java, C++, HTML",0.577057397,0
171,186,"SQL, AI","Python, C++, AI, Machine Learning, JavaScript",0.869595664,1
172,103,"Machine Learning, CSS, C++, SQL, Python","Python, Data Science, Java, AI",0.432448605,0
173,37,"C++, AI, Data Science","CSS, HTML, JavaScript",0.407944123,0
174,53,"JavaScript, CSS, SQL","HTML, C++, Python",0.924955882,1
175,369,"Machine Learning, HTML, C++","C++, AI, Data Science",0.274351155,0
176,23,"Java, C++, SQL","CSS, Data Science",0.103454854,0
177,291,"Java, C++, Machine Learning","Java, CSS",0.65279455,0
178,292,"Machine Learning, Java, SQL","CSS, Python",0.89357515,1
179,313,"SQL, Java, AI","SQL, HTML",0.849063697,1
180,194,"CSS, Python, SQL, JavaScript, Machine Learning","HTML, Java, Machine Learning, Data Science, AI",0.709663445,0
181,118,"Python, AI, Machine Learning, CSS","Machine Learning, CSS, JavaScript",0.584254106,0
182,213,"Machine Learning, SQL, Python, HTML","CSS, Machine Learning, JavaScript, Java",0.474021814,0
183,485,"JavaScript, Python","Java, SQL, JavaScript",0.860407309,1
184,97,"Data Science, Java, AI","Java, Python, SQL, AI",0.498094309,0
185,237,"HTML, CSS, AI, SQL","Python, HTML, JavaScript, Data Science",0.577000193,0
186,314,"AI, SQL, Machine Learning, C++, Data Science","Machine Learning, Data Science, AI, Java",0.050750596,0
187,432,"CSS, HTML, C++, Java, JavaScript","Data Science, C++, JavaScript, AI",0.172855576,0
188,332,"Python, Machine Learning, C++, Data Science, CSS","Java, Data Science, Python",0.750457115,0
189,437,"SQL, Machine Learning, Java, CSS, JavaScript","CSS, C++, Data Science",0.321738953,0
190,111,"Data Science, CSS","C++, CSS, Data Science, HTML, Java",0.938367641,1
191,364,"HTML, Machine Learning, SQL, C++","Python, AI, SQL, HTML",0.968865956,1
192,186,"Java, AI, HTML, SQL","CSS, SQL, Data Science, AI",0.343223404,0
193,235,"JavaScript, SQL, HTML, CSS","CSS, AI, JavaScript",0.59641743,0
194,475,"Machine Learning, JavaScript, SQL","HTML, Data Science, Java, Python",0.643629693,0
195,468,"Data Science, Python","HTML, Data Science, JavaScript, SQL, Python",0.679337628,0
196,326,"C++, Machine Learning, Data Science, SQL","AI, SQL, C++, Python",0.76629451,0
197,86,"SQL, Python","AI, CSS",0.018975593,0
198,135,"CSS, JavaScript, Python, Machine Learning, SQL","C++, HTML, Python",0.505249814,0
199,496,"HTML, Java, C++","HTML, CSS, C++, Data Science, Java",0.392740883,0
200,45,"Machine Learning, C++, AI, Python","AI, JavaScript, Java, Python, Machine Learning",0.559555303,0
201,155,"Python, Machine Learning, CSS, SQL","Machine Learning, AI, Data Science, SQL, C++",0.020603239,0
202,60,"C++, Data Science, Python, Java","Python, AI",0.056447779,0
203,320,"CSS, HTML, Java, Data Science","AI, C++, SQL, CSS",0.84733256,1
204,266,"Python, C++, SQL","Java, HTML",0.938171714,1
205,159,"C++, Machine Learning, HTML","Machine Learning, Data Science, C++",0.388962147,0
206,176,"C++, AI","HTML, C++",0.161978555,0
207,42,"SQL, AI, HTML, Java, C++","CSS, Java",0.186633772,0
208,11,"Machine Learning, Python, JavaScript, SQL, Data Science","HTML, CSS, AI",0.992175448,1
209,143,"AI, JavaScript","CSS, JavaScript, C++, Python, Data Science",0.29639908,0
210,120,"CSS, Java","Python, HTML, JavaScript, C++, Java",0.775646012,0
211,127,"Python, Machine Learning, Data Science, JavaScript","HTML, SQL, AI",0.487727156,0
212,44,"Python, Data Science","C++, JavaScript, SQL",0.282139165,0
213,193,"CSS, Python, HTML, Data Science, Machine Learning","Data Science, CSS",0.319145029,0
214,480,"Python, AI, CSS, Machine Learning","Python, Data Science, SQL",0.903577281,1
215,425,"SQL, C++, Machine Learning, Python","CSS, HTML, AI, Python, C++",0.34879535,0
216,483,"JavaScript, SQL, C++, Machine Learning","AI, SQL, Java, Python, HTML",0.541502261,0
217,99,"Data Science, C++, Java","C++, JavaScript, AI, HTML, Java",0.54649768,0
218,123,"CSS, Data Science, Machine Learning, Java","SQL, JavaScript, AI, HTML",0.281038815,0
219,402,"C++, CSS, JavaScript, AI, Machine Learning","JavaScript, Java",0.526280049,0
220,115,"JavaScript, Java, CSS, Machine Learning, HTML","AI, HTML",0.332809366,0
221,374,"Machine Learning, CSS","Java, JavaScript, HTML, CSS, SQL",0.571941421,0
222,449,"CSS, C++, Data Science","C++, CSS, Machine Learning",0.898900012,1
223,446,"Data Science, CSS, C++, Python, AI","CSS, HTML, SQL, Python",0.934311302,1
224,455,"Python, AI","Data Science, JavaScript, C++, Java, Python",0.868587127,1
225,222,"Java, AI, HTML, Machine Learning","JavaScript, SQL, C++, CSS",0.352876586,0
226,225,"AI, CSS","JavaScript, Java, Machine Learning",0.874448803,1
227,48,"Data Science, AI, SQL, Machine Learning","Machine Learning, Java",0.720109666,0
228,114,"Python, C++","Machine Learning, SQL, Python",0.121651326,0
229,134,"Data Science, HTML, C++, CSS, Python","AI, Machine Learning, HTML",0.414816089,0
230,228,"Machine Learning, JavaScript","Python, CSS, Java",0.255607996,0
231,483,"AI, C++, Data Science, HTML, JavaScript","AI, Python, Machine Learning",0.848828599,1
232,178,"SQL, Machine Learning, Python, HTML, CSS","AI, Data Science, Java, JavaScript, C++",0.001582438,0
233,155,"C++, JavaScript, Java, CSS","JavaScript, HTML, Machine Learning",0.651866326,0
234,40,"Python, HTML, C++, AI","HTML, CSS, AI",0.299631854,0
235,152,"Machine Learning, Python, CSS","JavaScript, Machine Learning, HTML, Data Science",0.310349714,0
236,292,"CSS, SQL","Machine Learning, C++, SQL, Data Science, Java",0.686695111,0
237,470,"HTML, Python, AI","HTML, AI",0.011899135,0
238,28,"SQL, Data Science, Machine Learning, CSS, C++","Data Science, Machine Learning",0.355540586,0
239,15,"Machine Learning, Data Science","CSS, AI",0.053883381,0
240,434,"Machine Learning, Python","Data Science, CSS, C++, Python, SQL",0.37872547,0
241,349,"Machine Learning, HTML, JavaScript, Data Science","Python, HTML",0.697207512,0
242,473,"Python, Data Science, AI","HTML, C++, Machine Learning, Java",0.420204035,0
243,138,"AI, Java","C++, SQL, Python, CSS",0.567280988,0
244,334,"Java, Data Science, SQL","C++, Java",0.428643919,0
245,251,"Machine Learning, HTML","Java, HTML, Python",0.152721326,0
246,57,"Data Science, CSS, SQL","Python, SQL, JavaScript, Java",0.337945961,0
247,426,"Data Science, HTML, Java, CSS","SQL, JavaScript",0.17999464,0
248,173,"JavaScript, CSS","Python, JavaScript, CSS",0.781225575,0
249,17,"Data Science, CSS","CSS, HTML",0.923978807,1
250,97,"Java, C++, SQL","C++, AI, HTML, SQL, Data Science",0.9415111,1
251,189,"JavaScript, CSS, Python, HTML, C++","Machine Learning, HTML",0.841173003,1
252,128,"AI, JavaScript, Python, Data Science, HTML","C++, AI, Python",0.363937527,0
253,364,"Data Science, C++","C++, Machine Learning",0.460249487,0
254,427,"JavaScript, C++, Java, Machine Learning","SQL, CSS, HTML",0.43274767,0
255,18,"C++, JavaScript, Data Science, SQL","Java, SQL, AI, C++, CSS",0.37882779,0
256,258,"Machine Learning, SQL","Java, CSS",0.291624999,0
257,309,"Data Science, Python, CSS, C++, AI","C++, SQL",0.007962143,0
258,189,"HTML, CSS","Machine Learning, SQL, Data Science, Python",0.574284532,0
259,97,"Java, Machine Learning, AI, Data Science","HTML, Python, Java, Machine Learning, CSS",0.590228276,0
260,337,"SQL, Java","JavaScript, CSS, C++",0.647609353,0
261,21,"JavaScript, C++, CSS, HTML, Java","CSS, JavaScript, AI, Java",0.645526171,0
262,466,"Java, JavaScript, AI","Python, C++, Java",0.440166213,0
263,434,"AI, Java, C++","Java, Python",0.000235235,0
264,455,"HTML, JavaScript, SQL","Python, C++, AI, Machine Learning",0.186548801,0
265,90,"C++, Machine Learning, Java, HTML, AI","JavaScript, C++",0.778649273,0
266,40,"Machine Learning, HTML, Python, AI, C++","CSS, Data Science",0.943788598,1
267,460,"Machine Learning, CSS, HTML, C++","Python, AI, SQL, Java, Machine Learning",0.403603848,0
268,5,"Machine Learning, HTML, C++, Java","Java, CSS, Python, JavaScript",0.984423392,1
269,201,"AI, SQL, C++, Java","Data Science, HTML",0.026749142,0
270,405,"Machine Learning, CSS, Python, HTML, C++","SQL, HTML",0.424175609,0
271,450,"Data Science, HTML, Java, Python, SQL","SQL, CSS, C++, Machine Learning",0.560430796,0
272,387,"Data Science, Java","Python, SQL, Data Science",0.317074617,0
273,302,"JavaScript, Machine Learning, CSS, SQL","CSS, JavaScript, Java",0.149982395,0
274,312,"Python, CSS, Machine Learning, Data Science","Java, Python, AI",0.495748987,0
275,449,"Java, Machine Learning","SQL, JavaScript, Machine Learning, C++, HTML",0.852247731,1
276,327,"Machine Learning, CSS, AI, Python, SQL","CSS, Data Science",0.307128682,0
277,108,"Data Science, C++","Python, Java, Machine Learning, Data Science, JavaScript",0.133948686,0
278,191,"Machine Learning, HTML, Java, CSS","Machine Learning, C++, Java, AI, CSS",0.744444081,0
279,393,"HTML, SQL","Data Science, JavaScript",0.355683048,0
280,111,"Data Science, SQL, JavaScript","Python, SQL",0.400677252,0
281,65,"SQL, HTML, JavaScript","HTML, Data Science",0.378545143,0
282,218,"JavaScript, Data Science, AI, Java","Data Science, HTML, C++",0.163277176,0
283,221,"AI, Python, Machine Learning, HTML","HTML, CSS, SQL",0.405952633,0
284,250,"Python, AI, C++, CSS, Machine Learning","C++, Machine Learning, SQL, JavaScript",0.611153076,0
285,434,"SQL, Machine Learning","HTML, Machine Learning, JavaScript, CSS",0.906282193,1
286,364,"C++, Java, Python","Python, CSS, C++",0.676779307,0
287,78,"AI, Data Science, Machine Learning","JavaScript, Java, CSS",0.947146804,1
288,238,"Data Science, CSS","AI, Python, JavaScript, HTML, Data Science",0.450163398,0
289,453,"CSS, Python","C++, CSS, Python, AI",0.695226589,0
290,186,"JavaScript, Data Science","Machine Learning, AI",0.706347432,0
291,9,"Machine Learning, HTML, CSS","Java, C++, CSS, AI, HTML",0.909714509,1
292,326,"HTML, CSS, JavaScript, Python","Python, Java, CSS, AI, HTML",0.478066164,0
293,143,"SQL, Python, AI, Data Science","HTML, AI, Java, CSS",0.870647842,1
294,209,"CSS, HTML, C++","Python, CSS, HTML, JavaScript",0.099434463,0
295,476,"Machine Learning, C++, JavaScript","CSS, AI, C++, Data Science",0.402543846,0
296,486,"JavaScript, Machine Learning, Python, CSS","Python, Java, AI",0.151349046,0
297,302,"CSS, JavaScript, Java, HTML","Machine Learning, JavaScript, Data Science",0.906906082,1
298,359,"HTML, C++","Data Science, CSS, Machine Learning",0.405412075,0
299,419,"Data Science, JavaScript, Java, Python","Machine Learning, Python, C++, Java, AI",0.870753646,1
300,261,"Python, Machine Learning, Data Science, C++, Java","Machine Learning, C++, AI, Java, Python",0.680619829,0
301,249,"C++, CSS, Data Science","Machine Learning, Java, Python, JavaScript, CSS",0.861260447,1
302,318,"C++, Machine Learning, Data Science, Python","SQL, C++, AI, JavaScript, Python",0.040513053,0
303,175,"HTML, Java, SQL, CSS","Machine Learning, CSS, JavaScript",0.807420147,1
304,101,"AI, JavaScript, HTML","Machine Learning, C++, AI",0.238671938,0
305,258,"C++, Machine Learning, Python, Data Science","Java, HTML, SQL, Python",0.218755061,0
306,230,"SQL, Java, JavaScript, CSS","AI, Python, HTML, Java, C++",0.348587789,0
307,154,"CSS, Python, Machine Learning, JavaScript, Data Science","Data Science, HTML, AI, SQL",0.404301494,0
308,27,"Python, Data Science","AI, SQL",0.864010536,1
309,171,"CSS, Data Science, Java, C++","Machine Learning, JavaScript, AI, Java",0.238486607,0
310,106,"C++, AI, Python","Python, Machine Learning, Data Science",0.890837575,1
311,182,"SQL, Machine Learning, HTML, Data Science","Java, CSS",0.023159169,0
312,26,"HTML, Machine Learning, JavaScript, SQL","Java, Data Science, HTML, CSS, JavaScript",0.021306709,0
313,131,"Data Science, AI, Machine Learning","Data Science, Java",0.483638117,0
314,426,"AI, Machine Learning, Java, JavaScript, SQL","JavaScript, Python, Machine Learning, Java, SQL",0.756505043,0
315,448,"Data Science, SQL","Machine Learning, CSS, AI, Java, C++",0.355993942,0
316,25,"CSS, JavaScript, Machine Learning, Data Science, Java","AI, C++",0.906499969,1
317,312,"C++, Machine Learning","JavaScript, CSS",0.660364354,0
318,409,"Java, SQL, CSS","SQL, CSS, JavaScript",0.478224977,0
319,144,"C++, HTML, Data Science","C++, Data Science, SQL",0.112394508,0
320,418,"HTML, Python","Python, AI, SQL, Java",0.01942866,0
321,158,"HTML, JavaScript, AI, SQL","AI, CSS, HTML, JavaScript",0.853961903,1
322,405,"Java, Machine Learning","HTML, Machine Learning, CSS, JavaScript",0.817308803,1
323,89,"CSS, JavaScript, Python, SQL, C++","AI, HTML, Machine Learning, C++, SQL",0.355099094,0
324,465,"Data Science, Machine Learning, Java, CSS","AI, C++, Machine Learning, JavaScript",0.424282385,0
325,156,"SQL, Python","AI, JavaScript, Data Science",0.490183487,0
326,76,"CSS, SQL","Python, SQL, C++",0.613093595,0
327,105,"SQL, CSS, Java","Machine Learning, Python",0.274273431,0
328,109,"AI, JavaScript, Data Science, Python, C++","C++, AI, Python, HTML",0.677079471,0
329,446,"Java, Python, JavaScript, C++","HTML, Data Science, Java",0.270240515,0
